snapshot_id,snapshot_local,tod_label,weekday_search,origin_city,origin_airport,destination_city,destination_airport,depart_date,departure_at,price_min_raw,transfers,duration_min,hours_total,is_extreme,dow,month,season,days_to_departure,snapshot_date
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-02-10,2026-02-10T17:30:00-03:00,36,0,110,1.8,False,Tuesday,2,Summer,155,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,MDZ,MDZ,2026-03-18,2026-03-18T10:55:00-03:00,36,0,110,1.8,False,Wednesday,3,Autumn,191,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-10,2025-09-10T07:00:00-03:00,109,0,140,2.3,False,Wednesday,9,Spring,2,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-13,2025-09-13T12:15:00-03:00,66,0,145,2.4,False,Saturday,9,Spring,5,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,CPC,CPC,2025-09-14,2025-09-14T11:00:00-03:00,37,0,145,2.4,False,Sunday,9,Spring,6,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-15,2025-09-15T09:20:00-03:00,53,0,145,2.4,False,Monday,9,Spring,7,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-16,2025-09-16T07:00:00-03:00,38,0,135,2.2,False,Tuesday,9,Spring,8,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-18,2025-09-18T12:55:00-03:00,48,0,145,2.4,False,Thursday,9,Spring,10,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-19,2025-09-19T12:10:00-03:00,53,0,145,2.4,False,Friday,9,Spring,11,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-23,2025-09-23T07:00:00-03:00,31,0,135,2.2,False,Tuesday,9,Spring,15,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-09-26,2025-09-26T11:30:00-03:00,30,0,135,2.2,False,Friday,9,Spring,18,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-10-10,2025-10-10T12:10:00-03:00,89,0,145,2.4,False,Friday,10,Spring,32,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,CPC,CPC,2025-10-11,2025-10-11T12:55:00-03:00,63,0,135,2.2,False,Saturday,10,Spring,33,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,EZE,SLA,SLA,2025-09-09,2025-09-09T06:45:00-03:00,64,0,135,2.2,False,Tuesday,9,Spring,1,2025-09-08
2025-09-08T11:36:14.142800Z,2025-09-08T08:36:14.142800-03:00,morning,Monday,BUE,AEP,SLA,SLA,2025-09-12,2025-09-12T18:15:00-03:00,126,0,135,2.2,False,Friday,9,Spring,4,2025-09-08
